"_time",ComputerName,Host,Image,CurrentDirectory,User,ParentImage
"2024-09-23T10:29:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:29:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:29:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:29:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:29:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:28:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:28:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:28:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:28:14.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:28:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:28:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:27:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:27:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:27:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:27:14.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:27:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:27:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:26:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:26:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:26:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:26:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:26:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:26:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:25:54.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.195.19\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"
"2024-09-23T10:25:53.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Windows\System32\services.exe"
"2024-09-23T10:25:42.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Windows\System32\PING.EXE","C:\Users\ao\","NOT_TRANSLATED
KINESISPI\ao","C:\Windows\System32\cmd.exe"
"2024-09-23T10:25:22.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.195.19\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"
"2024-09-23T10:25:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:25:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:25:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:25:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:25:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:25:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:24:52.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Windows\System32\PING.EXE","C:\Users\ao\","NOT_TRANSLATED
KINESISPI\ao","C:\Windows\System32\cmd.exe"
"2024-09-23T10:24:40.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Windows\System32\MoUsoCoreWorker.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Windows\System32\svchost.exe"
"2024-09-23T10:24:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:24:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:24:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:24:14.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:24:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:24:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:23:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:23:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:23:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:23:14.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:23:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:23:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:22:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:22:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:22:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:22:14.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:22:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:22:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:21:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:21:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:21:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:21:14.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:21:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:21:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:20:38.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Windows\System32\PING.EXE","C:\Users\ao\","NOT_TRANSLATED
KINESISPI\ao","C:\Windows\System32\cmd.exe"
"2024-09-23T10:20:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:20:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:20:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:20:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:20:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:20:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:19:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:19:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:19:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:19:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:19:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:19:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:18:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:18:15.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:18:14.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:18:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:18:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:18:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:17:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:17:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:17:14.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:17:14.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Windows\System32\PING.EXE","C:\Users\ao\","NOT_TRANSLATED
KINESISPI\ao","C:\Windows\System32\cmd.exe"
"2024-09-23T10:17:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:17:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:17:12.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:16:54.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Windows\System32\PING.EXE","C:\Users\ao\","NOT_TRANSLATED
KINESISPI\ao","C:\Windows\System32\cmd.exe"
"2024-09-23T10:16:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:16:16.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:16:14.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:16:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2024-09-23T10:16:13.000+00:00","WIN-K3HT5R52IES.KinesisPi.com",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Windows\system32\","NOT_TRANSLATED
NT AUTHORITY\SYSTEM","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
